new_comments,sentiment
whole panel wake coward stroke other delusion,1
mainstreame delusion deeply religious wear yarmulke,1
man ladylike,0
jenner woman keep penis testikle,1
true delusion fine shoutout ben,0
zoey tur weird ass last nameby way language tur mean poison,1
well be not lady like,0
even today sad still put circus freak,1
prabhupda bodily structure change perhaps know medical science change womans body man body man body woman body formerly also change bhgavata find gardeni forget namein garden lord iva engage um husband wife sudden many saintly person enter see lord iva time um prvat become much ashamed properly dress immediately saintly person leave lord iva private affairs lord iva please prvat immediately say hence forward anyone enter forest become woman one king forget name party without knowledge enter forest become woman idea mans body transform womans body woman body transform man body body dress suppose get dress mans dress transform woman dress sari mean woman every one us living entity part parcel supreme lord outward dress man woman dress vssi jrni yath vihya bg change dress,0
sadly world evil ignorance strong righteousness reason,1
go home ambulence really ok say transgender brave thing respect every person transgender person nice good logical yet say brave thing,0
touch one time kick ball would adequate answer,0
be not lady like,0
get dick chick,1
ambulance threat hilarious,0
dumbahh,1
ladylike sir,0
zoey get riled threaten ben still hilarious,1
man period,1
mother man baby,1
lol dr draw compose,0
act like man would pushed masculinity ben prove man,0
ladylike,0
kick jenner ball watch female really feel,0
ben shapiro,0
cut go home ambulance lady like still would take look tough,0
go hospital ambulance go home uber,0
zoe bloke view concern bruce validate position proxy,0
admire ben speak truth completely biology biblically need biologist know incorrect male male regardless ben much young applaud brave stance like lion den drive lack morale,0
see bro purple dress,1
anyone link full ep can not find,0
full debat,0
hilarious people can not handle tell truth truly want truth ask like answer also hilarious cross dresser want see woman threaten shapiro pitiful,0
ben know say way would egregiously insult zoe hell get people,1
klinfelter syndrome turner syndrome etc genetic disorder relate problem lol old dude wear skirt lipstick need read book genetic disorder,1
oh ben rude least threaten physical violence like child,1
ben win,0
absolute w,1
cares shapiro christine jorgenson come world come end,0
already scietifically research prove transgender people develop brain certain gender uterus despite chromosome opposite sex brain core literally transgender say find theat zoey absolutely disgusting pathetic keep composure situation like fucking bar,1
ben wdv say put hand assault keep hand,1
fan benny put hand someone make threat crime,1
laugh say,0
hurt self end hole side head get hospital nurse tell yousir nothing wrong head flower side head stop waiste timetran anything deelusional,1
dude need quit threaten people,1
rude ok threaten bodily harm people bad debate resort namecalling threat,1
mean ben point boot licker there s gender male female get birth get can not change female like guy like female call female male give birth like female till male female,0
mention klinefelter syndrome male dsd variation sure point try prove tran identify male especially certain archetype always bring culture belong intersexdsd variation racial intersectionalitie neurodivergent predictable redundant remedial retort,1
caitlin jenner act bad bad get deck campaign body guard scared stop would jump flung fist fast hard brutally hesheit would change tune faaaaaaaast,1
ben goat,0
bob zur confirm ben point threat,1
right ungly,0
kaitlyn ball threaten ben way,1
ben shapiro really loves own public,0
advantage street immediately visually understandable mental problem downside child psychologically traumatize call uncle girl someone go crazy pretend kid mentally ill need help doctor allow mass medium destroy health safety child rating,1
jenna start crap along medium year come lot answer,1
interesting excuse threat violence cosplaye woman normal man would escort build security rightfully,1
trans ben suppose secretly invert one,1
look size woman hand damn son,1
never hear woman say honestly woman really accept person woman put threat like know gay people wants call swear can not see male everyone would consider woman act like woman still say man feel comfortable call love spread love respect woman feel womanhood love motherhood behaviour violent tendency sweet timid reaction cute smile talk stuff love obviously opinion really fan people shove face gay transgender make vision personality woman sweet cute anything cute tell someone shut get beat,0
