author,text,classification
@tangofoxtrot2853,These clowns pretending to be a female is so hilariousðŸ˜…ðŸ˜…,1.0
@CaesarNeptuneStudios,Wouldâ€™ve been better if she told Ben â€œyouâ€™ll get a free ride to the mortuaryâ€,1.0
@IDBlossom,Is it me or is Ben the only one up thereðŸ¤”,0.0
@TheLeedsleedsleeds,"Coming out as trans is the bravest thing you can do ðŸ¤£ðŸ¤£ðŸ™ˆðŸ™ˆðŸ¤¯ðŸ¤¯

Probably a fair few soldiers will disagree there I reckon ðŸ¤£ðŸ¤£ðŸ¤£",1.0
@JohnLacelle-ig3hf,"Dude you still look like a dude, the person threatening Shapiro, your dudeness just came out in your threat, you sir are no lady and never will be acting like that dude",1.0
@RandomStuff-i4i,"I'm not calling anyone by their pronouns. 
If they have a name, that's what I'm calling them.  
If calling them by their name offends them, calling them by their pronouns offends me.",0.0
@RandomStuff-i4i,"Since when does an ambulance take people home.  
What's wrong with that blonde bimbo guy.",1.0
@rc6251,"""Cut it out or you're going home in an ambulance"" 


It was at that moment I knew she had a penis.",1.0
@JoeMergl,Exactly you're not a lady and you're going to act like that,1.0
@davidsherman1206,"'To come out as transgender is incredibly difficult '
How come so many people manage it then?",0.0
@Dmspeakstruth,His inner man rage came out lmao,1.0
@yishairabinowitz4051,Ben Shapiro is the GOAT,0.0
@CD-lw6fl,This was a joke back then itâ€™s a joke still,0.0
@MrSimonson,The fact that everyone in that room was more than happy to condone physical contact and a threat of further violence is beyond me.,0.0
@joehoncho8557,Here is an example of the tolerant people that suffer from delusions.,0.0
@AlexanderSchrÃ¶der777,Ben Shapiro.,0.0
@AlexanderSchrÃ¶der777,We should make shirts â€œthatâ€™s seams mildly inappropriate for a political discussionâ€,0.0
@deanvm9158,That threat is a man-threat. Thank you for proving the point sir!,1.0
@Orcasrule6355,Shapiro is not only a bigot heâ€™s a class A dirtbag.,1.0
@rainsoundsforyou408,"Shes very ladylike omg, man comes when its needed ðŸ˜‚ðŸ˜‚ðŸ˜‚",1.0
@troyc4841,An ambulance has never brought me home.,0.0
@mariomunoz6883,funny that the travesty behaves like a man when threatens Shapiro to hurt him.  He is a total man and a Bully. jajja,1.0
@WhiteBoyEst1994,â€œHey I think your testosterone is showingâ€,1.0
@WhiteBoyEst1994,I would have said â€œI highly doubt it sirâ€,0.0
@cptdjf9646,"Girls will be boys and boys will be girls 
It's a mixed up, muddled up, shook up world, except for LOLA",0.0
@ethangovan602,All of them accept that one guy are sellouts and are scared to have there own opinion,0.0
@kdelary,That's the sweetest-sounding threat I've ever heard.,0.0
@BrendonWestern,Wellâ€¦.. you actually go to a hospital in an ambulance not go home! and to threaten someone with violence is such a man thing to say ðŸ˜‚,0.0
@weareallanimals,I lost all respect for Dr. Drew after this.  You don't put your hands on somebody else to intimidate them.  I don't care who you think you are.,0.0
@jacksonjack8696,Bunch of cowards,1.0
@buddybonner9783,I have been curious about that guy since Silence of the Lambs,0.0
@titodude,"Kathleen supports Trump, so I do respect whatever she wants me to call her!",0.0
@asheppydoggy,Stating the truth = egregiously insulting,0.0
@benschmalspur3452,The Chromosomes define the gender. Sorry this is commen knowladge.,0.0
@WealthyWalters,Soft ass generation,1.0
@virgilioortiz9867,Dios destruyÃ³ Sodoma y Gomorra.,0.0
@jeromefitzroy,Is Shapiro male?,0.0
@naethanhutcheon7452,And the award for bravest person in the room goes to... Ben Shapiro ðŸ˜‚,0.0
@bae409,BEN SHAPIRO ....RESPECTðŸ”¥ðŸ”¥ðŸ”¥,0.0
@seeking7656,Stick to o.j. documentaries,0.0
@Playboyer670,"XX: Female
XY: Male
I identify as...: Delusional",1.0
@givelast5671,Can anybody tell me why Ben Shapiro brought up the holocaust?,0.0
@XpChains,"Lol. Too be fair, this bloke is allow to threaten you because you hurt his feelings.",1.0
@royalalpha.1377,What,0.0
@CourtneyTroy,Ben was the ONLY person in that room that spoke facts and the truth. All of the others have zero backbone.,0.0
@ruizsebastien6583,Facts donâ€™t care about your feelings ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0
@eliteintelectual.9948,Hitler forgot about Shapiro unfortunately,1.0
@BULERICUSMAXIMUS,"Zoey, dude, get your shit together, man!",0.0
@RitaIzzo-jj5pu,You hear that jack ass saying I'm not on that train lol shut the F up,1.0
@4NaturesStory,I would have said â€œI dare you sweetheart. Iâ€™ll treat you like the man you are.â€ ðŸ˜ˆ Ring the bell,1.0
@jamesgreen4014,Youâ€™ll go home in an ambulance ðŸš‘ ðŸ˜‚ isnâ€™t it hospital ðŸ¥?,1.0
@Ryu_Shotokan,Careful mam your sir is coming out.,1.0
@user-hd9qm7td7n,That MAN is pissed,1.0
@marcusjosephmusic,"""Being transgender is about being yourself"" by surgically altering yourself to become someone else",1.0
@razor961000,Not very lady like ðŸ˜®,1.0
@NyalBurns,Facts donâ€™t care about your feelings. Get recked libtard! ðŸ˜ŽðŸ˜ŽðŸ˜Ž,1.0
@DazAttack-uc3kf,ðŸ˜‚ðŸ˜‚ðŸ˜‚ â€œsaying that to Zoeâ€ floored me ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0
@MrHand-ih4sz,1 honest man amid 6 sheep.,0.0
@LearnTrend_Online,Let's speak the truth. This is sick and absurd,0.0
@Jarrosnshajahwh,"Resorting to violence, typical male behavior ðŸ˜‚",1.0
@ogrevlogger9448,yâ€™all calling that abomination a SHE ??â€¦. thats a fucking HE in a dress,1.0
@jeffholman8146,*does he deserve it,1.0
@Taegreth,"Somehow that guy gets away with physically threatening Ben. Also notice that guy repeatedly touching Ben's shoulder, then his hand around the back of Ben's neck. Wtf?",0.0
@heimstaden4588,Some sick fuks in the video,0.0
@englemint,Count the panel. Now only two do not need prostate exams :),1.0
@MikaelRegium,That wasnâ€™t Caitlyn that was BRUCE.,1.0
@lizbhr,The testorone in that guy Bruce hahhaha so dumb!,1.0
@Amz11_13,The fact that this person put their hands on another person and threatened to send them home in an ambulance is beyond inappropriate.,0.0
@Michael-ni9fs,Zoey becomes a man in a second threatening shapiro ðŸ˜‚,1.0
@JohnMackenzieInverness,"Yeah if you don't use my pronouns you will go home in an Ambulance He /She has shown they have lost the argument No matter what he wears you cant control the Alpha Male
Two Genders Male & Female only TWO",1.0
@Romans5.1,"Ben , youâ€™re the only one talking sense.",0.0
@socialismsucks5404,Communists are violent.  People with gender delusions are violent.  This is a communist struggle session.  These people don't belong in a civil society.  They can't be lived with.,1.0
@subramaniamkmathvan3661,"Telling a man he ia man ......is the truth.
How can that be insulting?",0.0
@JohnMelin-t9h,He is a bully still a bloke,1.0
@JohnMelin-t9h,He is a she who caresðŸ˜Š,0.0
@dewaynesworld3414,"Ben Shapiro was probably bullied in high school and revels in his wealth and power and ability to punch down.  
In high school it doesn't matter if you are heterosexual in fact for the bullies purposes it might even be better. Bullies will call you the F word homosexual epithet. He lacks muscle and he is short so I imagine he was bullied.  Also seeing transwomen must trigger him because he is not exactly the most masculine looking man.  Prescription for Ben Shapiro accept people who are different from you get on testosterone replacement therapy and take up powerlifting at the gym.",1.0
@TacticalTrolling,Thats just a boy in a dress.,1.0
@jeancoombs4241,Only 2 genders â€¦,0.0
@JohnTheteller,"We see that now, what bunchs of manipulators . Thanks god this generation will not take that BS",0.0
@edwardo995,Stupid ben,1.0
@13Recon19D,That wasnt very lady like,1.0
@blacjackdaniels200,Why canâ€™t they accept the pronoun â€œitâ€?,0.0
@VoltoreCorvino,Bro is Jew. What did you expect from him?,1.0
@AirDrifter77,"""You just called me sir, you just called me sir"" because you're a male you dumbass lmao",1.0
@jacobholland2884,Bahaha you the man Shapiro,0.0
@virtualjukebox1887,How ladylike of shim ðŸ¥´,1.0
@Zhm6802,"Shapiro and a transgender person in one video, the worst video in history",0.0
@CapeFilms,He*,0.0
@aaronsmith9202,Brave tell that to the heroes who died for this country. Transgenders won't ever be brave.,1.0
@SIEMPRECAMPEON,"NACISTE HOMBRE DE GENERO, ERES HOMBRE.
NACISTE MUJER DE GENERO, ERES MUJER.
QUIERES SER UN ""REPUBONICAREDO"" O COMO QUIERAS LLAMARTE EN EL FUTURO ... CONSIDERALO ASI Y NO MOLESTES.
PARA MI SON HOMBRE Y MUJER Y PUNTO.",1.0
@MJW238,â€œFacts donâ€™tâ€™ care about your feelingsâ€ - says the guy wearing a funny little hat because he invisible friend told him too.,1.0
@Davidyisroel,This womanðŸ‘  has manpower ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜Ši love ben,0.0
@Vladteemia_Gufin,dude with balls play dressing up in womenâ€™s clothing,1.0
@jesusdominguez8944,"Ben ""no, no ambulance call me a cab instead, thanks""",0.0
@JoshEubank,"There's only two gingers, male female.All that other s*** is b*******The dumb f****",1.0
@JoshEubank,He's the one that went to the ambulance. He already went to the ambulance. He had surgery. You are a Sr,0.0
@TonyFrickey-ur9jy,Plot twist: Caitlin is an ambulance driver and wants to seduce Ben.,0.0
@TonyFrickey-ur9jy,Uhh... The left is so p.c. that any one of their members is afraid to say what they really think. They are trapped in candy land.,0.0
@HarshJ_ohn,Aggressions primarily a male trait,0.0
@DennisSonnentag,His award should have been a dildoe!,1.0
@Markb51291,I mean hes not wrong. Hes a dkhead but hes not wrong,0.0
@jacquelinepereira4852,These transgender people are literally crazyyyyyyyy,1.0
@bradypando4770,â€œWhy are we mainstreaming delusion?â€ BAR,0.0
@lyanna518,"Ben shapiro should have said

â€œThats really something not a woman would sayâ€",0.0
@rodpark442,"Ben is awesome and spot on, the others are left with just physical threats",0.0
@ghostjedi1162,"Mr Shapiro is the only one whose not delusional, everyone else up there needs to live in the water with the sharks and dolphins",0.0
@SteveMorris-j4w,NO the moment this trans clown acted like the MALE he is ... LOL,1.0
@foxgloverose4788,That man argues just like an abusive man! Go figure.,1.0
@Silvashoots,Shapiro really got mogged here. Lil Benji.,0.0
@Ovxium,What does Ja Rule think of all this?ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0
@JourneyofBella331,"And with that violently aggressive jester, he proved he is in fact a man. Thats something a man would do in a bar when his team is losing.",1.0
@Ø§Ù„Ø´Ø§ÙØ¹ÙŠÙ…Ø°Ù‡Ø¨Ø§Ø§Ù„Ø¥Ø³Ø­Ø§Ù‚ÙŠÙ†Ø³Ø¨Ø§Ø§Ù„ØµÙˆÙ…Ø§,The way he grabbed his neck and threatened him shows that he is still a man. A biological woman would never dare to do that.,1.0
